architecture,seed,sample,concept,total_variation,erasure_tv
GCN,11,test_31,used,0.9999898672103882,0.01754065789282322
GCN,11,test_32,used,0.9986456036567688,0.12690286338329315
GCN,11,test_33,used,0.9999898672103882,0.01754065416753292
GCN,11,test_34,used,0.9999657869338989,0.024105271324515343
GCN,11,test_35,used,0.9999898672103882,0.01754065230488777
GCN,11,test_36,used,0.9974235892295837,0.14787554740905762
GCN,11,test_37,used,0.9999657869338989,0.024105262011289597
GCN,11,test_38,used,0.9974235892295837,0.14787544310092926
GCN,11,test_39,used,0.9999657869338989,0.0038131186738610268
GCN,11,test_40,used,0.9999898672103882,0.01754065230488777
GCN,11,test_41,used,0.9999898672103882,0.01754065416753292
GCN,11,test_42,used,0.9999898672103882,0.0013050779234617949
GCN,11,test_43,used,0.9999898672103882,0.001305077224969864
GCN,11,test_44,used,0.9986456036567688,0.12299168109893799
GCN,11,test_45,used,0.9999657869338989,0.024105269461870193
GCN,11,test_46,used,0.9999898672103882,0.01754065975546837
GCN,11,test_47,used,0.9974235892295837,0.12869778275489807
GCN,11,test_48,used,0.9974235892295837,0.1286977231502533
GCN,11,test_49,used,0.9999898672103882,0.01754065603017807
GCN,11,test_50,used,0.9974235892295837,0.12869778275489807
GCN,11,test_51,used,0.9999657869338989,0.024105265736579895
GCN,11,test_52,used,0.9999898672103882,0.001305077108554542
GCN,11,test_53,used,0.9999898672103882,0.001305077224969864
GCN,11,test_54,used,0.9999657869338989,0.02410532906651497
GCN,11,test_55,used,0.9986456036567688,0.12690286338329315
GCN,11,test_56,used,0.9999898672103882,0.001305077224969864
GCN,11,test_57,used,0.9999657869338989,0.0038131186738610268
GCN,11,test_58,used,0.9999657869338989,0.0038131182081997395
GCN,11,test_59,used,0.9999898672103882,0.001305077224969864
GCN,11,test_60,used,0.9986456036567688,0.12690289318561554
GCN,11,test_61,used,0.9974235892295837,0.14787557721138
GCN,11,test_62,used,0.9974235892295837,0.12869778275489807
GCN,11,test_63,used,0.9986456036567688,0.12299174070358276
GCN,11,test_64,used,0.9999657869338989,0.003813119139522314
GCN,11,test_65,used,0.9999657869338989,0.024105267599225044
GCN,11,test_66,used,0.9999657869338989,0.0038131193723529577
GCN,11,test_67,used,0.9999657869338989,0.024105260148644447
GCN,11,test_68,used,0.9974235892295837,0.1286977231502533
GCN,11,test_69,used,0.9986456036567688,0.12690289318561554
GCN,11,test_70,used,0.9986456036567688,0.12299183011054993
GCN,11,test_71,used,0.9986456036567688,0.12690286338329315
GCN,11,test_72,used,0.9986456036567688,0.12299174070358276
GCN,11,test_73,used,0.9974235892295837,0.12869775295257568
GCN,11,test_74,used,0.9974235892295837,0.1478755623102188
GCN,11,test_75,used,0.9999657869338989,0.003813119139522314
GCN,11,test_76,used,0.9999657869338989,0.003813117742538452
GCN,11,test_77,used,0.9974235892295837,0.14787542819976807
GCN,11,test_78,used,0.9986456036567688,0.1269029676914215
GCN,11,test_79,used,0.9986456036567688,0.12690280377864838
GCN,11,test_80,used,0.9974235892295837,0.14787554740905762
GCN,11,test_81,used,0.9999898672103882,0.001305077224969864
GCN,11,test_82,used,0.9986456036567688,0.1269029676914215
GCN,11,test_83,used,0.9999898672103882,0.0013050781562924385
GCN,11,test_84,used,0.9999898672103882,0.01754065416753292
GCN,11,test_85,used,0.9974235892295837,0.1286977082490921
GCN,11,test_86,used,0.9974235892295837,0.1286977231502533
GCN,11,test_87,used,0.9999898672103882,0.01754065230488777
GCN,11,test_88,used,0.9974235892295837,0.14787545800209045
GCN,11,test_89,used,0.9999657869338989,0.024105260148644447
GCN,11,test_90,used,0.9999657869338989,0.0038131186738610268
GCN,11,test_91,used,0.9999657869338989,0.024105265736579895
GCN,11,test_92,used,0.9986456036567688,0.12299172580242157
GCN,11,test_93,used,0.9974235892295837,0.14787547290325165
GCN,11,test_94,used,0.9999657869338989,0.003813119838014245
GCN,11,test_95,used,0.9974235892295837,0.12869775295257568
GCN,11,test_96,used,0.9986456036567688,0.12299172580242157
GCN,11,test_97,used,0.9999898672103882,0.01754065230488777
GCN,11,test_98,used,0.9999898672103882,0.001305077108554542
GCN,11,test_99,used,0.9999898672103882,0.01754065416753292
GCN,11,test_100,used,0.9986456036567688,0.12690286338329315
GCN,11,test_101,used,0.9999657869338989,0.024105265736579895
GCN,11,test_102,used,0.9999657869338989,0.024105260148644447
GCN,11,test_103,used,0.9999657869338989,0.003813119139522314
GCN,11,test_104,used,0.9986456036567688,0.12690286338329315
GCN,11,test_105,used,0.9999898672103882,0.0013050768757238984
GCN,11,test_106,used,0.9974235892295837,0.12869775295257568
GCN,11,test_107,used,0.9999657869338989,0.003813119838014245
GCN,11,test_108,used,0.9999898672103882,0.01754065416753292
GCN,11,test_109,used,0.9999657869338989,0.003813119139522314
GCN,11,test_110,used,0.9974235892295837,0.1286977231502533
GCN,11,test_111,used,0.9986456036567688,0.12299172580242157
GCN,11,test_112,used,0.9999657869338989,0.024105260148644447
GCN,11,test_113,used,0.9986456036567688,0.12299183011054993
GCN,11,test_114,used,0.9986456036567688,0.12690289318561554
GCN,11,test_115,used,0.9974235892295837,0.14787544310092926
GCN,11,test_116,used,0.9974235892295837,0.14787554740905762
GCN,11,test_117,used,0.9986456036567688,0.12299174070358276
GCN,11,test_118,used,0.9974235892295837,0.1286977231502533
GCN,11,test_119,used,0.9986456036567688,0.12690289318561554
GCN,11,test_120,used,0.9999657869338989,0.003813117742538452
GCN,11,test_121,used,0.9999898672103882,0.0013050781562924385
GCN,11,test_122,used,0.9986456036567688,0.12299174070358276
GCN,11,test_123,used,0.9986456036567688,0.12690280377864838
GCN,11,test_124,used,0.9974235892295837,0.14787554740905762
GCN,11,test_125,used,0.9999898672103882,0.0013050781562924385
GCN,11,test_126,used,0.9999898672103882,0.01754065230488777
GCN,11,test_127,used,0.9986456036567688,0.12690289318561554
GCN,11,test_0,unused,0.0013492531143128872,3.076020584558137e-05
GCN,11,test_1,unused,0.0008103770087473094,0.0007790756062604487
GCN,11,test_2,unused,0.0008103772415779531,0.0007790751405991614
GCN,11,test_3,unused,0.00015938286378514022,0.0012933091493323445
GCN,11,test_4,unused,0.00015938286378514022,0.0012933091493323445
GCN,11,test_5,unused,0.001349251950159669,1.608574893907644e-05
GCN,11,test_6,unused,0.0018359634559601545,0.00020796892931684852
GCN,11,test_7,unused,0.0018359632231295109,0.0001247410400537774
GCN,11,test_8,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_9,unused,0.0018359610112383962,0.00020796898752450943
GCN,11,test_10,unused,0.0001593823981238529,0.0007178703090175986
GCN,11,test_11,unused,0.0018359608948230743,0.0001247412437805906
GCN,11,test_12,unused,0.0018359632231295109,0.0001247410400537774
GCN,11,test_13,unused,0.0018359632231295109,0.0001247408363269642
GCN,11,test_14,unused,0.0008103767177090049,0.0007790756062604487
GCN,11,test_15,unused,0.0008103763684630394,0.0011415674816817045
GCN,11,test_16,unused,0.00183596252463758,0.00012474101094994694
GCN,11,test_17,unused,0.00183596252463758,0.0001247410400537774
GCN,11,test_18,unused,0.00183596252463758,0.00020796764874830842
GCN,11,test_19,unused,0.00015938286378514022,0.0007178709493018687
GCN,11,test_20,unused,0.0008103762520477176,0.0007790753152221441
GCN,11,test_21,unused,0.00015938286378514022,0.0007178703090175986
GCN,11,test_22,unused,0.00015938344586174935,0.0007178713567554951
GCN,11,test_23,unused,0.00015938286378514022,0.0012933091493323445
GCN,11,test_24,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_25,unused,0.0018359615933150053,0.00020796788157895207
GCN,11,test_26,unused,0.001349251950159669,1.60860363394022e-05
GCN,11,test_27,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_28,unused,0.0008103770087473094,0.0011415667831897736
GCN,11,test_29,unused,0.0008103767177090049,0.0007790747913531959
GCN,11,test_30,unused,0.0013492524158209562,1.6085394236142747e-05
GCN,11,test_31,unused,0.001349251950159669,1.6086039977381006e-05
GCN,11,test_32,unused,0.0008103768341243267,0.0011415687622502446
GCN,11,test_33,unused,0.001349251950159669,1.608574893907644e-05
GCN,11,test_34,unused,0.0013492531143128872,3.076020584558137e-05
GCN,11,test_35,unused,0.001349251950159669,1.608574530109763e-05
GCN,11,test_36,unused,0.0008103779400698841,0.0007790751405991614
GCN,11,test_37,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_38,unused,0.0008103765430860221,0.0007790751988068223
GCN,11,test_39,unused,0.00015938286378514022,0.0012933091493323445
GCN,11,test_40,unused,0.001349251950159669,1.608574893907644e-05
GCN,11,test_41,unused,0.0013492526486515999,1.608574893907644e-05
GCN,11,test_42,unused,0.00015938344586174935,0.0007178713567554951
GCN,11,test_43,unused,0.00015938286378514022,0.0007178703090175986
GCN,11,test_44,unused,0.00183596252463758,0.0001247408363269642
GCN,11,test_45,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_46,unused,0.0013492524158209562,1.6085394236142747e-05
GCN,11,test_47,unused,0.0018359612440690398,0.0002079684054479003
GCN,11,test_48,unused,0.0018359634559601545,0.00020796904573217034
GCN,11,test_49,unused,0.0013492526486515999,1.60860363394022e-05
GCN,11,test_50,unused,0.0018359610112383962,0.00020796764874830842
GCN,11,test_51,unused,0.0013492529978975654,3.076090433751233e-05
GCN,11,test_52,unused,0.00015938332944642752,0.0007178712403401732
GCN,11,test_53,unused,0.00015938286378514022,0.0007178709493018687
GCN,11,test_54,unused,0.0013492524158209562,3.076090433751233e-05
GCN,11,test_55,unused,0.0008103779400698841,0.001141567132435739
GCN,11,test_56,unused,0.00015938286378514022,0.0007178709493018687
GCN,11,test_57,unused,0.00015938286378514022,0.0012933099642395973
GCN,11,test_58,unused,0.00015938332944642752,0.0012933104299008846
GCN,11,test_59,unused,0.0001593823981238529,0.0007178703090175986
GCN,11,test_60,unused,0.0008103768923319876,0.0011415687622502446
GCN,11,test_61,unused,0.0008103774744085968,0.0007790750823915005
GCN,11,test_62,unused,0.0018359615933150053,0.0002079684636555612
GCN,11,test_63,unused,0.0018359615933150053,0.00012474086543079466
GCN,11,test_64,unused,0.0001593823981238529,0.00129330949857831
GCN,11,test_65,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_66,unused,0.00015938286378514022,0.0012933099642395973
GCN,11,test_67,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_68,unused,0.0018359622918069363,0.00020796939497813582
GCN,11,test_69,unused,0.0008103779400698841,0.0011415656190365553
GCN,11,test_70,unused,0.0018359629902988672,0.00012474118557292968
GCN,11,test_71,unused,0.0008103782311081886,0.0011415656190365553
GCN,11,test_72,unused,0.0018359612440690398,0.00012474115646909922
GCN,11,test_73,unused,0.001835961127653718,0.00020796811440959573
GCN,11,test_74,unused,0.0008103772415779531,0.0007790754898451269
GCN,11,test_75,unused,0.0001593823981238529,0.00129330949857831
GCN,11,test_76,unused,0.00015938286378514022,0.0012933091493323445
GCN,11,test_77,unused,0.0008103778236545622,0.0007790748495608568
GCN,11,test_78,unused,0.0008103773579932749,0.00114156783092767
GCN,11,test_79,unused,0.0008103776490315795,0.0011415688786655664
GCN,11,test_80,unused,0.0008103768341243267,0.0007790750241838396
GCN,11,test_81,unused,0.00015938286378514022,0.0007178703090175986
GCN,11,test_82,unused,0.0008103770087473094,0.00114156655035913
GCN,11,test_83,unused,0.00015938437718432397,0.0007178713567554951
GCN,11,test_84,unused,0.001349251950159669,1.608574530109763e-05
GCN,11,test_85,unused,0.00183596252463758,0.00020796951139345765
GCN,11,test_86,unused,0.0018359601963311434,0.0002079684054479003
GCN,11,test_87,unused,0.001349251950159669,1.608574893907644e-05
GCN,11,test_88,unused,0.0008103775908239186,0.000779076071921736
GCN,11,test_89,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_90,unused,0.00015938286378514022,0.0012933091493323445
GCN,11,test_91,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_92,unused,0.0018359622918069363,0.00012474080722313374
GCN,11,test_93,unused,0.0008103778818622231,0.0007790751988068223
GCN,11,test_94,unused,0.00015938391152303666,0.00129330949857831
GCN,11,test_95,unused,0.001835961826145649,0.00020796869648620486
GCN,11,test_96,unused,0.0018359620589762926,0.0001247410982614383
GCN,11,test_97,unused,0.001349251950159669,1.608574530109763e-05
GCN,11,test_98,unused,0.00015938286378514022,0.0007178712403401732
GCN,11,test_99,unused,0.0013492526486515999,1.608574530109763e-05
GCN,11,test_100,unused,0.0008103767177090049,0.0011415660846978426
GCN,11,test_101,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_102,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_103,unused,0.00015938344586174935,0.0012933086836710572
GCN,11,test_104,unused,0.0008103762520477176,0.0011415652697905898
GCN,11,test_105,unused,0.00015938286378514022,0.0007178703090175986
GCN,11,test_106,unused,0.0018359613604843616,0.0002079671830870211
GCN,11,test_107,unused,0.00015938344586174935,0.00129330949857831
GCN,11,test_108,unused,0.001349251950159669,1.608574893907644e-05
GCN,11,test_109,unused,0.00015938344586174935,0.0012933086836710572
GCN,11,test_110,unused,0.00183596252463758,0.00020796823082491755
GCN,11,test_111,unused,0.0018359610112383962,0.00012474138929974288
GCN,11,test_112,unused,0.001349251950159669,3.076160282944329e-05
GCN,11,test_113,unused,0.0018359608948230743,0.00012474080722313374
GCN,11,test_114,unused,0.0008103767177090049,0.0011415653862059116
GCN,11,test_115,unused,0.0008103775326162577,0.0007790748495608568
GCN,11,test_116,unused,0.000810376601293683,0.0007790747913531959
GCN,11,test_117,unused,0.0018359610112383962,0.0001247414475074038
GCN,11,test_118,unused,0.0018359617097303271,0.00020796817261725664
GCN,11,test_119,unused,0.0008103768341243267,0.001141567132435739
GCN,11,test_120,unused,0.00015938286378514022,0.0012933091493323445
GCN,11,test_121,unused,0.00015938344586174935,0.0007178713567554951
GCN,11,test_122,unused,0.0018359632231295109,0.00012474086543079466
GCN,11,test_123,unused,0.0008103768341243267,0.0011415687622502446
GCN,11,test_124,unused,0.000810376601293683,0.0007790753152221441
GCN,11,test_125,unused,0.00015938437718432397,0.0007178719970397651
GCN,11,test_126,unused,0.001349251950159669,1.608574530109763e-05
GCN,11,test_127,unused,0.0008103767177090049,0.0011415660846978426
GCN,11,test_0,relational,0.9948047995567322,0.01127769984304905
GCN,11,test_1,relational,0.9964016079902649,0.015060309320688248
GCN,11,test_2,relational,0.9964016079902649,0.015060310252010822
GCN,11,test_3,relational,0.9964016079902649,0.025847069919109344
GCN,11,test_4,relational,0.9964016079902649,0.025847069919109344
GCN,11,test_5,relational,0.9975736737251282,0.00628148578107357
GCN,11,test_6,relational,0.9948047995567322,0.00868585892021656
GCN,11,test_7,relational,0.9975736737251282,0.005870174616575241
GCN,11,test_8,relational,0.9948047995567322,0.011277700774371624
GCN,11,test_9,relational,0.9948047995567322,0.008685862645506859
GCN,11,test_10,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_11,relational,0.9975736737251282,0.005870237480849028
GCN,11,test_12,relational,0.9975736737251282,0.00587017647922039
GCN,11,test_13,relational,0.9975736737251282,0.005870237480849028
GCN,11,test_14,relational,0.9964016079902649,0.015060311183333397
GCN,11,test_15,relational,0.9958730936050415,0.029134094715118408
GCN,11,test_16,relational,0.9975736737251282,0.005870176013559103
GCN,11,test_17,relational,0.9975736737251282,0.005870174616575241
GCN,11,test_18,relational,0.9948047995567322,0.008685861714184284
GCN,11,test_19,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_20,relational,0.9964016079902649,0.015060309320688248
GCN,11,test_21,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_22,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_23,relational,0.9964016079902649,0.02584707736968994
GCN,11,test_24,relational,0.9948047995567322,0.011277704499661922
GCN,11,test_25,relational,0.9948047995567322,0.008685859851539135
GCN,11,test_26,relational,0.9975736737251282,0.00628148578107357
GCN,11,test_27,relational,0.9948047995567322,0.011277700774371624
GCN,11,test_28,relational,0.9958730936050415,0.029134096577763557
GCN,11,test_29,relational,0.9964016079902649,0.015060309320688248
GCN,11,test_30,relational,0.9975736737251282,0.006281490903347731
GCN,11,test_31,relational,0.9975736737251282,0.006281489506363869
GCN,11,test_32,relational,0.9958730936050415,0.029134100303053856
GCN,11,test_33,relational,0.9975736737251282,0.0062814876437187195
GCN,11,test_34,relational,0.9948047995567322,0.01127769984304905
GCN,11,test_35,relational,0.9975736737251282,0.0062814876437187195
GCN,11,test_36,relational,0.9964016079902649,0.015060311183333397
GCN,11,test_37,relational,0.9948047995567322,0.011277700774371624
GCN,11,test_38,relational,0.9964016079902649,0.015060313045978546
GCN,11,test_39,relational,0.9964016079902649,0.025847062468528748
GCN,11,test_40,relational,0.9975736737251282,0.00628148578107357
GCN,11,test_41,relational,0.9975736737251282,0.0062814876437187195
GCN,11,test_42,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_43,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_44,relational,0.9975736737251282,0.005870176013559103
GCN,11,test_45,relational,0.9948047995567322,0.011277704499661922
GCN,11,test_46,relational,0.9975736737251282,0.006281490437686443
GCN,11,test_47,relational,0.9948047995567322,0.008685862645506859
GCN,11,test_48,relational,0.9948047995567322,0.008685865439474583
GCN,11,test_49,relational,0.9975736737251282,0.00628148578107357
GCN,11,test_50,relational,0.9948047995567322,0.008685862645506859
GCN,11,test_51,relational,0.9948047995567322,0.011277703568339348
GCN,11,test_52,relational,0.9958730936050415,0.019849393516778946
GCN,11,test_53,relational,0.9958730936050415,0.019849393516778946
GCN,11,test_54,relational,0.9948047995567322,0.011277700774371624
GCN,11,test_55,relational,0.9958730936050415,0.029134100303053856
GCN,11,test_56,relational,0.9958730936050415,0.019849393516778946
GCN,11,test_57,relational,0.9964016079902649,0.02584707736968994
GCN,11,test_58,relational,0.9964016079902649,0.025847071781754494
GCN,11,test_59,relational,0.9958730936050415,0.019849393516778946
GCN,11,test_60,relational,0.9958730936050415,0.029134096577763557
GCN,11,test_61,relational,0.9964016079902649,0.015060309320688248
GCN,11,test_62,relational,0.9948047995567322,0.008685859851539135
GCN,11,test_63,relational,0.9975736737251282,0.005870176013559103
GCN,11,test_64,relational,0.9964016079902649,0.02584707736968994
GCN,11,test_65,relational,0.9948047995567322,0.011277700774371624
GCN,11,test_66,relational,0.9964016079902649,0.02584707736968994
GCN,11,test_67,relational,0.9948047995567322,0.011277704499661922
GCN,11,test_68,relational,0.9948047995567322,0.008685861714184284
GCN,11,test_69,relational,0.9958730936050415,0.029134098440408707
GCN,11,test_70,relational,0.9975736737251282,0.005870174616575241
GCN,11,test_71,relational,0.9958730936050415,0.029134098440408707
GCN,11,test_72,relational,0.9975736737251282,0.005870175082236528
GCN,11,test_73,relational,0.9948047995567322,0.008685862645506859
GCN,11,test_74,relational,0.9964016079902649,0.015060310252010822
GCN,11,test_75,relational,0.9964016079902649,0.02584707736968994
GCN,11,test_76,relational,0.9964016079902649,0.025847069919109344
GCN,11,test_77,relational,0.9964016079902649,0.015060318633913994
GCN,11,test_78,relational,0.9958730936050415,0.02913409285247326
GCN,11,test_79,relational,0.9958730936050415,0.02913416549563408
GCN,11,test_80,relational,0.9964016079902649,0.015060309320688248
GCN,11,test_81,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_82,relational,0.9958730936050415,0.029134096577763557
GCN,11,test_83,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_84,relational,0.9975736737251282,0.0062814876437187195
GCN,11,test_85,relational,0.9948047995567322,0.008685856126248837
GCN,11,test_86,relational,0.9948047995567322,0.008685862645506859
GCN,11,test_87,relational,0.9975736737251282,0.0062814876437187195
GCN,11,test_88,relational,0.9964016079902649,0.015060306526720524
GCN,11,test_89,relational,0.9948047995567322,0.011277704499661922
GCN,11,test_90,relational,0.9964016079902649,0.025847062468528748
GCN,11,test_91,relational,0.9948047995567322,0.011277704499661922
GCN,11,test_92,relational,0.9975736737251282,0.005870237480849028
GCN,11,test_93,relational,0.9964016079902649,0.015060306526720524
GCN,11,test_94,relational,0.9964016079902649,0.025847073644399643
GCN,11,test_95,relational,0.9948047995567322,0.008685866370797157
GCN,11,test_96,relational,0.9975736737251282,0.005870174616575241
GCN,11,test_97,relational,0.9975736737251282,0.006281489506363869
GCN,11,test_98,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_99,relational,0.9975736737251282,0.0062814876437187195
GCN,11,test_100,relational,0.9958730936050415,0.029134096577763557
GCN,11,test_101,relational,0.9948047995567322,0.011277700774371624
GCN,11,test_102,relational,0.9948047995567322,0.011277704499661922
GCN,11,test_103,relational,0.9964016079902649,0.025847066193819046
GCN,11,test_104,relational,0.9958730936050415,0.02913409285247326
GCN,11,test_105,relational,0.9958730936050415,0.019849389791488647
GCN,11,test_106,relational,0.9948047995567322,0.008685862645506859
GCN,11,test_107,relational,0.9964016079902649,0.025847073644399643
GCN,11,test_108,relational,0.9975736737251282,0.0062814876437187195
GCN,11,test_109,relational,0.9964016079902649,0.025847066193819046
GCN,11,test_110,relational,0.9948047995567322,0.008685857057571411
GCN,11,test_111,relational,0.9975736737251282,0.005870237480849028
GCN,11,test_112,relational,0.9948047995567322,0.011277704499661922
GCN,11,test_113,relational,0.9975736737251282,0.005870176013559103
GCN,11,test_114,relational,0.9958730936050415,0.029134096577763557
GCN,11,test_115,relational,0.9964016079902649,0.015060318633913994
GCN,11,test_116,relational,0.9964016079902649,0.015060309320688248
GCN,11,test_117,relational,0.9975736737251282,0.005870238412171602
GCN,11,test_118,relational,0.9948047995567322,0.008685862645506859
GCN,11,test_119,relational,0.9958730936050415,0.02913409285247326
GCN,11,test_120,relational,0.9964016079902649,0.02584707736968994
GCN,11,test_121,relational,0.9958730936050415,0.019849393516778946
GCN,11,test_122,relational,0.9975736737251282,0.005870176013559103
GCN,11,test_123,relational,0.9958730936050415,0.02913409285247326
GCN,11,test_124,relational,0.9964016079902649,0.015060309320688248
GCN,11,test_125,relational,0.9958730936050415,0.019849393516778946
GCN,11,test_126,relational,0.9975736737251282,0.0062814876437187195
GCN,11,test_127,relational,0.9958730936050415,0.029134100303053856
GCN,11,test_0,irrelevant,0.0,0.0
GCN,11,test_1,irrelevant,0.0,0.0
GCN,11,test_2,irrelevant,0.0,0.0
GCN,11,test_3,irrelevant,0.0,0.0
GCN,11,test_4,irrelevant,0.0,0.0
GCN,11,test_5,irrelevant,0.0,0.0
GCN,11,test_6,irrelevant,0.0,0.0
GCN,11,test_7,irrelevant,0.0,0.0
GCN,11,test_8,irrelevant,0.0,0.0
GCN,11,test_9,irrelevant,0.0,0.0
GCN,11,test_10,irrelevant,0.0,0.0
GCN,11,test_11,irrelevant,0.0,0.0
GCN,11,test_12,irrelevant,0.0,0.0
GCN,11,test_13,irrelevant,0.0,0.0
GCN,11,test_14,irrelevant,0.0,0.0
GCN,11,test_15,irrelevant,0.0,0.0
GCN,11,test_16,irrelevant,0.0,0.0
GCN,11,test_17,irrelevant,0.0,0.0
GCN,11,test_18,irrelevant,0.0,0.0
GCN,11,test_19,irrelevant,0.0,0.0
GCN,11,test_20,irrelevant,0.0,0.0
GCN,11,test_21,irrelevant,0.0,0.0
GCN,11,test_22,irrelevant,0.0,0.0
GCN,11,test_23,irrelevant,0.0,0.0
GCN,11,test_24,irrelevant,0.0,0.0
GCN,11,test_25,irrelevant,0.0,0.0
GCN,11,test_26,irrelevant,0.0,0.0
GCN,11,test_27,irrelevant,0.0,0.0
GCN,11,test_28,irrelevant,0.0,0.0
GCN,11,test_29,irrelevant,0.0,0.0
GCN,11,test_30,irrelevant,0.0,0.0
GCN,11,test_31,irrelevant,0.0,0.0
GCN,11,test_32,irrelevant,0.0,0.0
GCN,11,test_33,irrelevant,0.0,0.0
GCN,11,test_34,irrelevant,0.0,0.0
GCN,11,test_35,irrelevant,0.0,0.0
GCN,11,test_36,irrelevant,0.0,0.0
GCN,11,test_37,irrelevant,0.0,0.0
GCN,11,test_38,irrelevant,0.0,0.0
GCN,11,test_39,irrelevant,0.0,0.0
GCN,11,test_40,irrelevant,0.0,0.0
GCN,11,test_41,irrelevant,0.0,0.0
GCN,11,test_42,irrelevant,0.0,0.0
GCN,11,test_43,irrelevant,0.0,0.0
GCN,11,test_44,irrelevant,0.0,0.0
GCN,11,test_45,irrelevant,0.0,0.0
GCN,11,test_46,irrelevant,0.0,0.0
GCN,11,test_47,irrelevant,0.0,0.0
GCN,11,test_48,irrelevant,0.0,0.0
GCN,11,test_49,irrelevant,0.0,0.0
GCN,11,test_50,irrelevant,0.0,0.0
GCN,11,test_51,irrelevant,0.0,0.0
GCN,11,test_52,irrelevant,0.0,0.0
GCN,11,test_53,irrelevant,0.0,0.0
GCN,11,test_54,irrelevant,0.0,0.0
GCN,11,test_55,irrelevant,0.0,0.0
GCN,11,test_56,irrelevant,0.0,0.0
GCN,11,test_57,irrelevant,0.0,0.0
GCN,11,test_58,irrelevant,0.0,0.0
GCN,11,test_59,irrelevant,0.0,0.0
GCN,11,test_60,irrelevant,0.0,0.0
GCN,11,test_61,irrelevant,0.0,0.0
GCN,11,test_62,irrelevant,0.0,0.0
GCN,11,test_63,irrelevant,0.0,0.0
GCN,11,test_64,irrelevant,0.0,0.0
GCN,11,test_65,irrelevant,0.0,0.0
GCN,11,test_66,irrelevant,0.0,0.0
GCN,11,test_67,irrelevant,0.0,0.0
GCN,11,test_68,irrelevant,0.0,0.0
GCN,11,test_69,irrelevant,0.0,0.0
GCN,11,test_70,irrelevant,0.0,0.0
GCN,11,test_71,irrelevant,0.0,0.0
GCN,11,test_72,irrelevant,0.0,0.0
GCN,11,test_73,irrelevant,0.0,0.0
GCN,11,test_74,irrelevant,0.0,0.0
GCN,11,test_75,irrelevant,0.0,0.0
GCN,11,test_76,irrelevant,0.0,0.0
GCN,11,test_77,irrelevant,0.0,0.0
GCN,11,test_78,irrelevant,0.0,0.0
GCN,11,test_79,irrelevant,0.0,0.0
GCN,11,test_80,irrelevant,0.0,0.0
GCN,11,test_81,irrelevant,0.0,0.0
GCN,11,test_82,irrelevant,0.0,0.0
GCN,11,test_83,irrelevant,0.0,0.0
GCN,11,test_84,irrelevant,0.0,0.0
GCN,11,test_85,irrelevant,0.0,0.0
GCN,11,test_86,irrelevant,0.0,0.0
GCN,11,test_87,irrelevant,0.0,0.0
GCN,11,test_88,irrelevant,0.0,0.0
GCN,11,test_89,irrelevant,0.0,0.0
GCN,11,test_90,irrelevant,0.0,0.0
GCN,11,test_91,irrelevant,0.0,0.0
GCN,11,test_92,irrelevant,0.0,0.0
GCN,11,test_93,irrelevant,0.0,0.0
GCN,11,test_94,irrelevant,0.0,0.0
GCN,11,test_95,irrelevant,0.0,0.0
GCN,11,test_96,irrelevant,0.0,0.0
GCN,11,test_97,irrelevant,0.0,0.0
GCN,11,test_98,irrelevant,0.0,0.0
GCN,11,test_99,irrelevant,0.0,0.0
GCN,11,test_100,irrelevant,0.0,0.0
GCN,11,test_101,irrelevant,0.0,0.0
GCN,11,test_102,irrelevant,0.0,0.0
GCN,11,test_103,irrelevant,0.0,0.0
GCN,11,test_104,irrelevant,0.0,0.0
GCN,11,test_105,irrelevant,0.0,0.0
GCN,11,test_106,irrelevant,0.0,0.0
GCN,11,test_107,irrelevant,0.0,0.0
GCN,11,test_108,irrelevant,0.0,0.0
GCN,11,test_109,irrelevant,0.0,0.0
GCN,11,test_110,irrelevant,0.0,0.0
GCN,11,test_111,irrelevant,0.0,0.0
GCN,11,test_112,irrelevant,0.0,0.0
GCN,11,test_113,irrelevant,0.0,0.0
GCN,11,test_114,irrelevant,0.0,0.0
GCN,11,test_115,irrelevant,0.0,0.0
GCN,11,test_116,irrelevant,0.0,0.0
GCN,11,test_117,irrelevant,0.0,0.0
GCN,11,test_118,irrelevant,0.0,0.0
